ordernumber,orderlinenumber,orderdate,shippeddate,requireddate,customernumber,employeenumber,productcode,status,comments,quantityordered,priceeach,sales_amount,days_to_ship,days_required
10124,12,2003-05-21,2003-05-25,2003-05-29,112,1166,S24_1046,Shipped,Customer very concerned about the exact color of the models. There is high risk that he may dispute the order because there is a slight color mismatch,22,62.47,1374.34,4.0,8
10124,13,2003-05-21,2003-05-25,2003-05-29,112,1166,S24_3432,Shipped,Customer very concerned about the exact color of the models. There is high risk that he may dispute the order because there is a slight color mismatch,43,101.73,4374.39,4.0,8
10125,1,2003-05-21,2003-05-24,2003-05-27,114,1611,S18_1342,Shipped,Sin comentarios,32,89.38,2860.16,3.0,6
10125,2,2003-05-21,2003-05-24,2003-05-27,114,1611,S18_2795,Shipped,Sin comentarios,34,138.38,4704.92,3.0,6
10126,1,2003-05-28,2003-06-02,2003-06-07,458,1702,S24_2300,Shipped,Sin comentarios,27,122.68,3312.36,5.0,10
10126,2,2003-05-28,2003-06-02,2003-06-07,458,1702,S18_2432,Shipped,Sin comentarios,43,51.05,2195.15,5.0,10
10126,3,2003-05-28,2003-06-02,2003-06-07,458,1702,S32_1268,Shipped,Sin comentarios,43,82.83,3561.69,5.0,10
10126,4,2003-05-28,2003-06-02,2003-06-07,458,1702,S10_4962,Shipped,Sin comentarios,22,122.62,2697.64,5.0,10
10126,5,2003-05-28,2003-06-02,2003-06-07,458,1702,S18_4600,Shipped,Sin comentarios,50,102.92,5146.0,5.0,10
10126,6,2003-05-28,2003-06-02,2003-06-07,458,1702,S700_2824,Shipped,Sin comentarios,45,97.1,4369.5,5.0,10
10126,7,2003-05-28,2003-06-02,2003-06-07,458,1702,S32_3522,Shipped,Sin comentarios,26,62.05,1613.3,5.0,10
10126,8,2003-05-28,2003-06-02,2003-06-07,458,1702,S12_1666,Shipped,Sin comentarios,21,135.3,2841.3,5.0,10
10126,9,2003-05-28,2003-06-02,2003-06-07,458,1702,S18_4668,Shipped,Sin comentarios,43,47.29,2033.47,5.0,10
10126,10,2003-05-28,2003-06-02,2003-06-07,458,1702,S18_1097,Shipped,Sin comentarios,38,116.67,4433.46,5.0,10
10126,11,2003-05-28,2003-06-02,2003-06-07,458,1702,S10_1949,Shipped,Sin comentarios,38,205.73,7817.74,5.0,10
10126,12,2003-05-28,2003-06-02,2003-06-07,458,1702,S18_2949,Shipped,Sin comentarios,31,93.21,2889.51,5.0,10
10126,13,2003-05-28,2003-06-02,2003-06-07,458,1702,S18_3136,Shipped,Sin comentarios,30,93.2,2796.0,5.0,10
10126,14,2003-05-28,2003-06-02,2003-06-07,458,1702,S18_2957,Shipped,Sin comentarios,46,61.84,2844.64,5.0,10
10126,15,2003-05-28,2003-06-02,2003-06-07,458,1702,S24_4258,Shipped,Sin comentarios,34,83.76,2847.84,5.0,10
10126,16,2003-05-28,2003-06-02,2003-06-07,458,1702,S18_3320,Shipped,Sin comentarios,38,94.25,3581.5,5.0,10
10126,17,2003-05-28,2003-06-02,2003-06-07,458,1702,S18_1367,Shipped,Sin comentarios,42,51.21,2150.82,5.0,10
10127,1,2003-06-03,2003-06-06,2003-06-09,151,1286,S12_3891,Shipped,Customer requested special shippment. The instructions were passed along to the warehouse,42,169.56,7121.52,3.0,6
10127,2,2003-06-03,2003-06-06,2003-06-09,151,1286,S12_1108,Shipped,Customer requested special shippment. The instructions were passed along to the warehouse,46,193.25,8889.5,3.0,6
10127,3,2003-06-03,2003-06-06,2003-06-09,151,1286,S12_3148,Shipped,Customer requested special shippment. The instructions were passed along to the warehouse,46,140.5,6463.0,3.0,6
10127,4,2003-06-03,2003-06-06,2003-06-09,151,1286,S50_1514,Shipped,Customer requested special shippment. The instructions were passed along to the warehouse,46,55.65,2559.9,3.0,6
10127,5,2003-06-03,2003-06-06,2003-06-09,151,1286,S18_4027,Shipped,Customer requested special shippment. The instructions were passed along to the warehouse,25,126.39,3159.75,3.0,6
10127,6,2003-06-03,2003-06-06,2003-06-09,151,1286,S32_3207,Shipped,Customer requested special shippment. The instructions were passed along to the warehouse,29,60.9,1766.1,3.0,6
10127,7,2003-06-03,2003-06-06,2003-06-09,151,1286,S24_4048,Shipped,Customer requested special shippment. The instructions were passed along to the warehouse,20,107.63,2152.6,3.0,6
10127,8,2003-06-03,2003-06-06,2003-06-09,151,1286,S24_1444,Shipped,Customer requested special shippment. The instructions were passed along to the warehouse,20,50.86,1017.2,3.0,6
10127,9,2003-06-03,2003-06-06,2003-06-09,151,1286,S50_1392,Shipped,Customer requested special shippment. The instructions were passed along to the warehouse,46,111.12,5111.52,3.0,6
10127,10,2003-06-03,2003-06-06,2003-06-09,151,1286,S18_2238,Shipped,Customer requested special shippment. The instructions were passed along to the warehouse,45,140.81,6336.45,3.0,6
10127,11,2003-06-03,2003-06-06,2003-06-09,151,1286,S12_4473,Shipped,Customer requested special shippment. The instructions were passed along to the warehouse,24,100.73,2417.52,3.0,6
10127,12,2003-06-03,2003-06-06,2003-06-09,151,1286,S24_2840,Shipped,Customer requested special shippment. The instructions were passed along to the warehouse,39,34.3,1337.7,3.0,6
10127,13,2003-06-03,2003-06-06,2003-06-09,151,1286,S32_2509,Shipped,Customer requested special shippment. The instructions were passed along to the warehouse,45,46.53,2093.85,3.0,6
10127,14,2003-06-03,2003-06-06,2003-06-09,151,1286,S18_2319,Shipped,Customer requested special shippment. The instructions were passed along to the warehouse,45,114.14,5136.3,3.0,6
10127,15,2003-06-03,2003-06-06,2003-06-09,151,1286,S18_3232,Shipped,Customer requested special shippment. The instructions were passed along to the warehouse,22,149.02,3278.44,3.0,6
10128,1,2003-06-06,2003-06-11,2003-06-12,141,1370,S18_4522,Shipped,Sin comentarios,43,77.24,3321.32,5.0,6
10128,2,2003-06-06,2003-06-11,2003-06-12,141,1370,S18_3140,Shipped,Sin comentarios,41,120.2,4928.2,5.0,6
10128,3,2003-06-06,2003-06-11,2003-06-12,141,1370,S700_1938,Shipped,Sin comentarios,32,72.75,2328.0,5.0,6
10128,4,2003-06-06,2003-06-11,2003-06-12,141,1370,S18_3259,Shipped,Sin comentarios,41,80.67,3307.47,5.0,6
10129,1,2003-06-12,2003-06-14,2003-06-18,324,1501,S24_3816,Shipped,Sin comentarios,50,76.31,3815.5,2.0,6
10129,2,2003-06-12,2003-06-14,2003-06-18,324,1501,S10_4757,Shipped,Sin comentarios,33,123.76,4084.08,2.0,6
10129,3,2003-06-12,2003-06-14,2003-06-18,324,1501,S700_2610,Shipped,Sin comentarios,45,72.28,3252.6,2.0,6
10129,4,2003-06-12,2003-06-14,2003-06-18,324,1501,S24_3151,Shipped,Sin comentarios,41,81.43,3338.63,2.0,6
10129,5,2003-06-12,2003-06-14,2003-06-18,324,1501,S700_1138,Shipped,Sin comentarios,31,58.67,1818.77,2.0,6
10129,6,2003-06-12,2003-06-14,2003-06-18,324,1501,S700_3505,Shipped,Sin comentarios,42,90.15,3786.3,2.0,6
10129,7,2003-06-12,2003-06-14,2003-06-18,324,1501,S700_3962,Shipped,Sin comentarios,30,94.34,2830.2,2.0,6
10129,8,2003-06-12,2003-06-14,2003-06-18,324,1501,S72_3212,Shipped,Sin comentarios,32,44.23,1415.36,2.0,6
10129,9,2003-06-12,2003-06-14,2003-06-18,324,1501,S24_2011,Shipped,Sin comentarios,45,113.06,5087.7,2.0,6
10130,1,2003-06-16,2003-06-21,2003-06-24,198,1216,S18_3856,Shipped,Sin comentarios,33,99.52,3284.16,5.0,8
10130,2,2003-06-16,2003-06-21,2003-06-24,198,1216,S18_3029,Shipped,Sin comentarios,40,68.82,2752.8,5.0,8
10131,1,2003-06-16,2003-06-21,2003-06-25,447,1323,S700_2466,Shipped,Sin comentarios,40,86.76,3470.4,5.0,9
10131,2,2003-06-16,2003-06-21,2003-06-25,447,1323,S700_4002,Shipped,Sin comentarios,26,63.67,1655.42,5.0,9
10131,3,2003-06-16,2003-06-21,2003-06-25,447,1323,S24_3949,Shipped,Sin comentarios,50,54.59,2729.5,5.0,9
10131,4,2003-06-16,2003-06-21,2003-06-25,447,1323,S18_1662,Shipped,Sin comentarios,21,141.92,2980.32,5.0,9
10131,5,2003-06-16,2003-06-21,2003-06-25,447,1323,S24_2841,Shipped,Sin comentarios,35,60.97,2133.95,5.0,9
10131,6,2003-06-16,2003-06-21,2003-06-25,447,1323,S24_3420,Shipped,Sin comentarios,29,52.6,1525.4,5.0,9
10131,7,2003-06-16,2003-06-21,2003-06-25,447,1323,S72_1253,Shipped,Sin comentarios,21,40.22,844.62,5.0,9
10131,8,2003-06-16,2003-06-21,2003-06-25,447,1323,S700_2047,Shipped,Sin comentarios,22,76.94,1692.68,5.0,9
10132,1,2003-06-25,2003-06-28,2003-07-01,323,1612,S700_3167,Shipped,Sin comentarios,36,80.0,2880.0,3.0,6
10133,1,2003-06-27,2003-07-03,2003-07-04,141,1370,S32_1374,Shipped,Sin comentarios,23,80.91,1860.93,6.0,7
10133,2,2003-06-27,2003-07-03,2003-07-04,141,1370,S700_2834,Shipped,Sin comentarios,27,115.09,3107.43,6.0,7
10133,3,2003-06-27,2003-07-03,2003-07-04,141,1370,S18_2581,Shipped,Sin comentarios,49,80.26,3932.74,6.0,7
10133,4,2003-06-27,2003-07-03,2003-07-04,141,1370,S24_4278,Shipped,Sin comentarios,46,61.58,2832.68,6.0,7
10133,5,2003-06-27,2003-07-03,2003-07-04,141,1370,S24_1785,Shipped,Sin comentarios,41,109.42,4486.22,6.0,7
10133,6,2003-06-27,2003-07-03,2003-07-04,141,1370,S32_4289,Shipped,Sin comentarios,49,67.41,3303.09,6.0,7
10133,7,2003-06-27,2003-07-03,2003-07-04,141,1370,S50_1341,Shipped,Sin comentarios,27,37.09,1001.43,6.0,7
10133,8,2003-06-27,2003-07-03,2003-07-04,141,1370,S700_1691,Shipped,Sin comentarios,24,76.73,1841.52,6.0,7
10134,1,2003-07-01,2003-07-05,2003-07-10,250,1337,S12_2823,Shipped,Sin comentarios,20,131.04,2620.8,4.0,9
10134,2,2003-07-01,2003-07-05,2003-07-10,250,1337,S10_1678,Shipped,Sin comentarios,41,90.92,3727.72,4.0,9
10134,3,2003-07-01,2003-07-05,2003-07-10,250,1337,S24_1578,Shipped,Sin comentarios,35,94.67,3313.45,4.0,9
10134,4,2003-07-01,2003-07-05,2003-07-10,250,1337,S10_4698,Shipped,Sin comentarios,31,187.85,5823.35,4.0,9
10134,5,2003-07-01,2003-07-05,2003-07-10,250,1337,S10_2016,Shipped,Sin comentarios,27,116.56,3147.12,4.0,9
10134,6,2003-07-01,2003-07-05,2003-07-10,250,1337,S18_2625,Shipped,Sin comentarios,30,51.48,1544.4,4.0,9
10134,7,2003-07-01,2003-07-05,2003-07-10,250,1337,S24_2000,Shipped,Sin comentarios,43,75.41,3242.63,4.0,9
10135,1,2003-07-02,2003-07-03,2003-07-12,124,1165,S24_2972,Shipped,Sin comentarios,20,34.36,687.2,1.0,10
10135,2,2003-07-02,2003-07-03,2003-07-12,124,1165,S24_3856,Shipped,Sin comentarios,47,139.03,6534.41,1.0,10
10135,3,2003-07-02,2003-07-03,2003-07-12,124,1165,S18_1889,Shipped,Sin comentarios,48,66.99,3215.52,1.0,10
10135,4,2003-07-02,2003-07-03,2003-07-12,124,1165,S12_4675,Shipped,Sin comentarios,29,103.64,3005.56,1.0,10
10135,5,2003-07-02,2003-07-03,2003-07-12,124,1165,S12_3380,Shipped,Sin comentarios,48,110.39,5298.72,1.0,10
10135,6,2003-07-02,2003-07-03,2003-07-12,124,1165,S24_3371,Shipped,Sin comentarios,27,52.05,1405.35,1.0,10
10135,7,2003-07-02,2003-07-03,2003-07-12,124,1165,S12_1099,Shipped,Sin comentarios,42,173.17,7273.14,1.0,10
10135,8,2003-07-02,2003-07-03,2003-07-12,124,1165,S12_3990,Shipped,Sin comentarios,24,72.62,1742.88,1.0,10
10135,9,2003-07-02,2003-07-03,2003-07-12,124,1165,S18_3482,Shipped,Sin comentarios,42,139.64,5864.88,1.0,10
10135,10,2003-07-02,2003-07-03,2003-07-12,124,1165,S18_3278,Shipped,Sin comentarios,45,65.94,2967.3,1.0,10
10135,11,2003-07-02,2003-07-03,2003-07-12,124,1165,S24_4620,Shipped,Sin comentarios,23,76.8,1766.4,1.0,10
10135,12,2003-07-02,2003-07-03,2003-07-12,124,1165,S18_4721,Shipped,Sin comentarios,31,133.92,4151.52,1.0,10
10135,13,2003-07-02,2003-07-03,2003-07-12,124,1165,S18_3782,Shipped,Sin comentarios,45,49.74,2238.3,1.0,10
10135,14,2003-07-02,2003-07-03,2003-07-12,124,1165,S32_2206,Shipped,Sin comentarios,33,38.62,1274.46,1.0,10
10135,15,2003-07-02,2003-07-03,2003-07-12,124,1165,S50_4713,Shipped,Sin comentarios,44,78.92,3472.48,1.0,10
10135,16,2003-07-02,2003-07-03,2003-07-12,124,1165,S24_2360,Shipped,Sin comentarios,29,67.18,1948.22,1.0,10
10135,17,2003-07-02,2003-07-03,2003-07-12,124,1165,S32_4485,Shipped,Sin comentarios,30,91.85,2755.5,1.0,10
10136,1,2003-07-04,2003-07-06,2003-07-14,242,1370,S18_1984,Shipped,Customer is interested in buying more Ferrari models,36,120.91,4352.76,2.0,10
10136,2,2003-07-04,2003-07-06,2003-07-14,242,1370,S18_1129,Shipped,Customer is interested in buying more Ferrari models,25,117.48,2937.0,2.0,10
10136,3,2003-07-04,2003-07-06,2003-07-14,242,1370,S18_3232,Shipped,Customer is interested in buying more Ferrari models,41,169.34,6942.94,2.0,10
10137,1,2003-07-10,2003-07-14,2003-07-20,353,1337,S24_1628,Shipped,Sin comentarios,26,40.25,1046.5,4.0,10
10137,2,2003-07-10,2003-07-14,2003-07-20,353,1337,S18_1589,Shipped,Sin comentarios,44,115.73,5092.12,4.0,10
10137,3,2003-07-10,2003-07-14,2003-07-20,353,1337,S18_2870,Shipped,Sin comentarios,37,110.88,4102.56,4.0,10
10137,4,2003-07-10,2003-07-14,2003-07-20,353,1337,S18_3685,Shipped,Sin comentarios,31,118.68,3679.08,4.0,10
10138,1,2003-07-07,2003-07-13,2003-07-16,496,1612,S24_2022,Shipped,Sin comentarios,33,38.53,1271.49,6.0,9
10138,2,2003-07-07,2003-07-13,2003-07-16,496,1612,S24_1937,Shipped,Sin comentarios,22,33.19,730.18,6.0,9
10138,3,2003-07-07,2003-07-13,2003-07-16,496,1612,S18_2325,Shipped,Sin comentarios,38,114.42,4347.96,6.0,9
10138,4,2003-07-07,2003-07-13,2003-07-16,496,1612,S24_3969,Shipped,Sin comentarios,29,32.82,951.78,6.0,9
10138,5,2003-07-07,2003-07-13,2003-07-16,496,1612,S18_2248,Shipped,Sin comentarios,22,51.46,1132.12,6.0,9
10138,6,2003-07-07,2003-07-13,2003-07-16,496,1612,S18_1749,Shipped,Sin comentarios,33,149.6,4936.8,6.0,9
10138,7,2003-07-07,2003-07-13,2003-07-16,496,1612,S18_4409,Shipped,Sin comentarios,47,79.15,3720.05,6.0,9
10138,8,2003-07-07,2003-07-13,2003-07-16,496,1612,S18_4933,Shipped,Sin comentarios,23,64.86,1491.78,6.0,9
10138,9,2003-07-07,2003-07-13,2003-07-16,496,1612,S24_2887,Shipped,Sin comentarios,30,96.3,2889.0,6.0,9
10138,10,2003-07-07,2003-07-13,2003-07-16,496,1612,S24_2766,Shipped,Sin comentarios,28,73.6,2060.8,6.0,9
10138,11,2003-07-07,2003-07-13,2003-07-16,496,1612,S24_3191,Shipped,Sin comentarios,49,77.05,3775.45,6.0,9
10138,12,2003-07-07,2003-07-13,2003-07-16,496,1612,S24_1046,Shipped,Sin comentarios,45,59.53,2678.85,6.0,9
10138,13,2003-07-07,2003-07-13,2003-07-16,496,1612,S24_3432,Shipped,Sin comentarios,21,99.58,2091.18,6.0,9
10139,1,2003-07-16,2003-07-21,2003-07-23,282,1611,S18_2949,Shipped,Sin comentarios,46,91.18,4194.28,5.0,7
10139,2,2003-07-16,2003-07-21,2003-07-23,282,1611,S18_3136,Shipped,Sin comentarios,20,101.58,2031.6,5.0,7
10139,3,2003-07-16,2003-07-21,2003-07-23,282,1611,S18_2957,Shipped,Sin comentarios,20,52.47,1049.4,5.0,7
10139,4,2003-07-16,2003-07-21,2003-07-23,282,1611,S24_4258,Shipped,Sin comentarios,29,93.49,2711.21,5.0,7
10139,5,2003-07-16,2003-07-21,2003-07-23,282,1611,S18_3320,Shipped,Sin comentarios,30,81.35,2440.5,5.0,7
10139,6,2003-07-16,2003-07-21,2003-07-23,282,1611,S18_1367,Shipped,Sin comentarios,49,52.83,2588.67,5.0,7
10139,7,2003-07-16,2003-07-21,2003-07-23,282,1611,S18_1342,Shipped,Sin comentarios,31,89.38,2770.78,5.0,7
10139,8,2003-07-16,2003-07-21,2003-07-23,282,1611,S18_2795,Shipped,Sin comentarios,41,151.88,6227.08,5.0,7
10140,1,2003-07-24,2003-07-30,2003-08-02,161,1165,S24_2300,Shipped,Sin comentarios,47,118.84,5585.48,6.0,9
10140,2,2003-07-24,2003-07-30,2003-08-02,161,1165,S18_2432,Shipped,Sin comentarios,46,51.05,2348.3,6.0,9
10140,3,2003-07-24,2003-07-30,2003-08-02,161,1165,S32_1268,Shipped,Sin comentarios,26,87.64,2278.64,6.0,9
10140,4,2003-07-24,2003-07-30,2003-08-02,161,1165,S10_4962,Shipped,Sin comentarios,26,131.49,3418.74,6.0,9
10140,5,2003-07-24,2003-07-30,2003-08-02,161,1165,S18_4600,Shipped,Sin comentarios,40,100.5,4020.0,6.0,9
10140,6,2003-07-24,2003-07-30,2003-08-02,161,1165,S700_2824,Shipped,Sin comentarios,36,101.15,3641.4,6.0,9
10140,7,2003-07-24,2003-07-30,2003-08-02,161,1165,S32_3522,Shipped,Sin comentarios,28,62.05,1737.4,6.0,9
10140,8,2003-07-24,2003-07-30,2003-08-02,161,1165,S12_1666,Shipped,Sin comentarios,38,118.9,4518.2,6.0,9
10140,9,2003-07-24,2003-07-30,2003-08-02,161,1165,S18_4668,Shipped,Sin comentarios,29,40.25,1167.25,6.0,9
10140,10,2003-07-24,2003-07-30,2003-08-02,161,1165,S18_1097,Shipped,Sin comentarios,32,95.67,3061.44,6.0,9
10140,11,2003-07-24,2003-07-30,2003-08-02,161,1165,S10_1949,Shipped,Sin comentarios,37,186.44,6898.28,6.0,9
10141,1,2003-08-01,2003-08-04,2003-08-09,334,1501,S24_4048,Shipped,Sin comentarios,40,104.09,4163.6,3.0,8
10141,2,2003-08-01,2003-08-04,2003-08-09,334,1501,S24_1444,Shipped,Sin comentarios,20,50.86,1017.2,3.0,8
10141,3,2003-08-01,2003-08-04,2003-08-09,334,1501,S50_1392,Shipped,Sin comentarios,44,94.92,4176.48,3.0,8
10141,4,2003-08-01,2003-08-04,2003-08-09,334,1501,S18_2238,Shipped,Sin comentarios,39,160.46,6257.94,3.0,8
10141,5,2003-08-01,2003-08-04,2003-08-09,334,1501,S12_4473,Shipped,Sin comentarios,21,114.95,2413.95,3.0,8
10141,6,2003-08-01,2003-08-04,2003-08-09,334,1501,S24_2840,Shipped,Sin comentarios,21,32.18,675.78,3.0,8
10141,7,2003-08-01,2003-08-04,2003-08-09,334,1501,S32_2509,Shipped,Sin comentarios,24,53.03,1272.72,3.0,8
10141,8,2003-08-01,2003-08-04,2003-08-09,334,1501,S18_2319,Shipped,Sin comentarios,47,103.09,4845.23,3.0,8
10141,9,2003-08-01,2003-08-04,2003-08-09,334,1501,S18_3232,Shipped,Sin comentarios,34,143.94,4893.96,3.0,8
10142,1,2003-08-08,2003-08-13,2003-08-16,124,1165,S24_3151,Shipped,Sin comentarios,49,74.35,3643.15,5.0,8
10142,2,2003-08-08,2003-08-13,2003-08-16,124,1165,S700_1138,Shipped,Sin comentarios,41,55.34,2268.94,5.0,8
10142,3,2003-08-08,2003-08-13,2003-08-16,124,1165,S700_3505,Shipped,Sin comentarios,21,92.16,1935.36,5.0,8
10142,4,2003-08-08,2003-08-13,2003-08-16,124,1165,S700_3962,Shipped,Sin comentarios,38,91.37,3472.06,5.0,8
10142,5,2003-08-08,2003-08-13,2003-08-16,124,1165,S72_3212,Shipped,Sin comentarios,39,46.96,1831.44,5.0,8
10142,6,2003-08-08,2003-08-13,2003-08-16,124,1165,S24_2011,Shipped,Sin comentarios,33,114.29,3771.57,5.0,8
10142,7,2003-08-08,2003-08-13,2003-08-16,124,1165,S18_4522,Shipped,Sin comentarios,24,79.87,1916.88,5.0,8
10142,8,2003-08-08,2003-08-13,2003-08-16,124,1165,S18_3140,Shipped,Sin comentarios,47,129.76,6098.72,5.0,8
10142,9,2003-08-08,2003-08-13,2003-08-16,124,1165,S700_1938,Shipped,Sin comentarios,43,77.08,3314.44,5.0,8
10142,10,2003-08-08,2003-08-13,2003-08-16,124,1165,S18_3259,Shipped,Sin comentarios,22,95.8,2107.6,5.0,8
10142,11,2003-08-08,2003-08-13,2003-08-16,124,1165,S12_3891,Shipped,Sin comentarios,46,167.83,7720.18,5.0,8
10142,12,2003-08-08,2003-08-13,2003-08-16,124,1165,S12_1108,Shipped,Sin comentarios,33,166.24,5485.92,5.0,8
10142,13,2003-08-08,2003-08-13,2003-08-16,124,1165,S12_3148,Shipped,Sin comentarios,33,140.5,4636.5,5.0,8
10142,14,2003-08-08,2003-08-13,2003-08-16,124,1165,S50_1514,Shipped,Sin comentarios,42,56.24,2362.08,5.0,8
10142,15,2003-08-08,2003-08-13,2003-08-16,124,1165,S18_4027,Shipped,Sin comentarios,24,122.08,2929.92,5.0,8
10142,16,2003-08-08,2003-08-13,2003-08-16,124,1165,S32_3207,Shipped,Sin comentarios,42,60.9,2557.8,5.0,8
10143,1,2003-08-10,2003-08-12,2003-08-18,320,1188,S50_1341,Shipped,Can we deliver the new Ford Mustang models by end-of-quarter?,34,34.91,1186.94,2.0,8
10143,2,2003-08-10,2003-08-12,2003-08-18,320,1188,S700_1691,Shipped,Can we deliver the new Ford Mustang models by end-of-quarter?,36,86.77,3123.72,2.0,8
10143,3,2003-08-10,2003-08-12,2003-08-18,320,1188,S700_3167,Shipped,Can we deliver the new Ford Mustang models by end-of-quarter?,28,70.4,1971.2,2.0,8
10143,4,2003-08-10,2003-08-12,2003-08-18,320,1188,S700_2466,Shipped,Can we deliver the new Ford Mustang models by end-of-quarter?,26,79.78,2074.28,2.0,8
10143,5,2003-08-10,2003-08-12,2003-08-18,320,1188,S700_4002,Shipped,Can we deliver the new Ford Mustang models by end-of-quarter?,34,65.15,2215.1,2.0,8
10143,6,2003-08-10,2003-08-12,2003-08-18,320,1188,S24_3949,Shipped,Can we deliver the new Ford Mustang models by end-of-quarter?,28,55.96,1566.88,2.0,8
10143,7,2003-08-10,2003-08-12,2003-08-18,320,1188,S18_1662,Shipped,Can we deliver the new Ford Mustang models by end-of-quarter?,32,126.15,4036.8,2.0,8
10143,8,2003-08-10,2003-08-12,2003-08-18,320,1188,S24_2841,Shipped,Can we deliver the new Ford Mustang models by end-of-quarter?,27,63.71,1720.17,2.0,8
10143,9,2003-08-10,2003-08-12,2003-08-18,320,1188,S24_3420,Shipped,Can we deliver the new Ford Mustang models by end-of-quarter?,33,59.83,1974.39,2.0,8
10143,10,2003-08-10,2003-08-12,2003-08-18,320,1188,S72_1253,Shipped,Can we deliver the new Ford Mustang models by end-of-quarter?,37,49.66,1837.42,2.0,8
10143,11,2003-08-10,2003-08-12,2003-08-18,320,1188,S700_2047,Shipped,Can we deliver the new Ford Mustang models by end-of-quarter?,26,87.8,2282.8,2.0,8
10143,12,2003-08-10,2003-08-12,2003-08-18,320,1188,S18_3856,Shipped,Can we deliver the new Ford Mustang models by end-of-quarter?,34,99.52,3383.68,2.0,8
10143,13,2003-08-10,2003-08-12,2003-08-18,320,1188,S18_3029,Shipped,Can we deliver the new Ford Mustang models by end-of-quarter?,46,70.54,3244.84,2.0,8
10143,14,2003-08-10,2003-08-12,2003-08-18,320,1188,S24_3816,Shipped,Can we deliver the new Ford Mustang models by end-of-quarter?,23,74.64,1716.72,2.0,8
10143,15,2003-08-10,2003-08-12,2003-08-18,320,1188,S10_4757,Shipped,Can we deliver the new Ford Mustang models by end-of-quarter?,49,133.28,6530.72,2.0,8
10143,16,2003-08-10,2003-08-12,2003-08-18,320,1188,S700_2610,Shipped,Can we deliver the new Ford Mustang models by end-of-quarter?,31,69.39,2151.09,2.0,8
10144,1,2003-08-13,2003-08-14,2003-08-21,381,1401,S32_4289,Shipped,Sin comentarios,20,56.41,1128.2,1.0,8
10145,1,2003-08-25,2003-08-31,2003-09-02,205,1166,S32_2206,Shipped,Sin comentarios,31,39.43,1222.33,6.0,8
10145,2,2003-08-25,2003-08-31,2003-09-02,205,1166,S50_4713,Shipped,Sin comentarios,38,73.22,2782.36,6.0,8
10145,3,2003-08-25,2003-08-31,2003-09-02,205,1166,S24_2360,Shipped,Sin comentarios,27,56.1,1514.7,6.0,8
10145,4,2003-08-25,2003-08-31,2003-09-02,205,1166,S32_4485,Shipped,Sin comentarios,27,95.93,2590.11,6.0,8
10145,5,2003-08-25,2003-08-31,2003-09-02,205,1166,S12_2823,Shipped,Sin comentarios,49,146.1,7158.9,6.0,8
10145,6,2003-08-25,2003-08-31,2003-09-02,205,1166,S10_1678,Shipped,Sin comentarios,45,76.56,3445.2,6.0,8
10145,7,2003-08-25,2003-08-31,2003-09-02,205,1166,S24_1578,Shipped,Sin comentarios,43,103.68,4458.24,6.0,8
10145,8,2003-08-25,2003-08-31,2003-09-02,205,1166,S10_4698,Shipped,Sin comentarios,33,154.93,5112.69,6.0,8
