cliente_id,nombre_cliente,fecha_atencion,servicio
C0582,Cliente 582,2025-03-07,Servicio B
C0583,Cliente 583,2025-03-04,Servicio A
C0584,Cliente 584,2025-03-06,Servicio C
C0585,Cliente 585,2025-03-09,Servicio C
C0586,Cliente 586,2025-03-22,Servicio A
C0587,Cliente 587,2025-03-28,Servicio B
C0588,Cliente 588,2025-03-09,Servicio B
C0589,Cliente 589,2025-03-25,Servicio C
C0590,Cliente 590,2025-03-22,Servicio B
C0591,Cliente 591,2025-03-10,Servicio B
C0592,Cliente 592,2025-03-28,Servicio B
C0593,Cliente 593,2025-03-28,Servicio B
C0594,Cliente 594,2025-03-14,Servicio A
C0595,Cliente 595,2025-03-13,Servicio A
C0596,Cliente 596,2025-03-09,Servicio A
C0597,Cliente 597,2025-03-05,Servicio B
C0598,Cliente 598,2025-03-03,Servicio C
C0599,Cliente 599,2025-03-21,Servicio B
C0600,Cliente 600,2025-03-20,Servicio A
C0601,Cliente 601,2025-03-03,Servicio B
C0602,Cliente 602,2025-03-06,Servicio A
C0603,Cliente 603,2025-03-22,Servicio A
C0604,Cliente 604,2025-03-22,Servicio A
C0605,Cliente 605,2025-03-02,Servicio A
C0606,Cliente 606,2025-03-13,Servicio A
C0607,Cliente 607,2025-03-20,Servicio B
C0608,Cliente 608,2025-03-08,Servicio A
C0609,Cliente 609,2025-03-31,Servicio A
C0610,Cliente 610,2025-03-31,Servicio B
C0611,Cliente 611,2025-03-13,Servicio B
C0612,Cliente 612,2025-03-26,Servicio C
C0613,Cliente 613,2025-03-08,Servicio B
C0614,Cliente 614,2025-03-19,Servicio A
C0615,Cliente 615,2025-03-11,Servicio B
C0616,Cliente 616,2025-03-02,Servicio B
C0617,Cliente 617,2025-03-06,Servicio A
C0618,Cliente 618,2025-03-12,Servicio C
C0619,Cliente 619,2025-03-23,Servicio A
C0620,Cliente 620,2025-03-31,Servicio C
C0621,Cliente 621,2025-03-13,Servicio C
C0622,Cliente 622,2025-03-04,Servicio A
C0623,Cliente 623,2025-03-10,Servicio B
C0624,Cliente 624,2025-03-23,Servicio C
C0625,Cliente 625,2025-03-06,Servicio C
C0626,Cliente 626,2025-03-04,Servicio B
C0627,Cliente 627,2025-03-14,Servicio C
C0628,Cliente 628,2025-03-21,Servicio A
C0629,Cliente 629,2025-03-02,Servicio A
C0630,Cliente 630,2025-03-16,Servicio B
C0631,Cliente 631,2025-03-15,Servicio A
C0632,Cliente 632,2025-03-03,Servicio B
C0633,Cliente 633,2025-03-22,Servicio C
C0634,Cliente 634,2025-04-01,Servicio C
C0635,Cliente 635,2025-03-12,Servicio A
C0636,Cliente 636,2025-03-20,Servicio A
C0637,Cliente 637,2025-03-09,Servicio C
C0638,Cliente 638,2025-03-06,Servicio A
C0639,Cliente 639,2025-03-29,Servicio C
C0640,Cliente 640,2025-03-02,Servicio C
C0641,Cliente 641,2025-03-19,Servicio C
C0642,Cliente 642,2025-03-29,Servicio C
C0643,Cliente 643,2025-03-11,Servicio A
C0644,Cliente 644,2025-03-05,Servicio C
C0645,Cliente 645,2025-03-02,Servicio A
C0646,Cliente 646,2025-03-03,Servicio C
C0647,Cliente 647,2025-03-19,Servicio B
C0648,Cliente 648,2025-03-20,Servicio A
C0649,Cliente 649,2025-03-16,Servicio C
C0650,Cliente 650,2025-03-06,Servicio C
C0651,Cliente 651,2025-03-03,Servicio A
C0652,Cliente 652,2025-03-13,Servicio C
C0653,Cliente 653,2025-03-21,Servicio C
C0654,Cliente 654,2025-03-10,Servicio B
C0655,Cliente 655,2025-03-19,Servicio B
C0656,Cliente 656,2025-03-30,Servicio B
C0657,Cliente 657,2025-03-07,Servicio C
C0658,Cliente 658,2025-03-25,Servicio C
C0659,Cliente 659,2025-03-28,Servicio B
C0660,Cliente 660,2025-03-03,Servicio A
C0661,Cliente 661,2025-03-09,Servicio B
C0662,Cliente 662,2025-03-07,Servicio B
C0663,Cliente 663,2025-03-30,Servicio C
C0664,Cliente 664,2025-03-20,Servicio A
C0665,Cliente 665,2025-03-26,Servicio A
C0666,Cliente 666,2025-04-01,Servicio B
C0667,Cliente 667,2025-03-17,Servicio A
C0668,Cliente 668,2025-03-31,Servicio A
C0669,Cliente 669,2025-03-05,Servicio B
C0670,Cliente 670,2025-03-30,Servicio C
C0671,Cliente 671,2025-03-03,Servicio C
C0672,Cliente 672,2025-03-03,Servicio C
C0673,Cliente 673,2025-03-01,Servicio B
C0674,Cliente 674,2025-03-05,Servicio A
C0675,Cliente 675,2025-03-09,Servicio A
C0676,Cliente 676,2025-03-27,Servicio A
C0677,Cliente 677,2025-03-10,Servicio A
C0678,Cliente 678,2025-03-19,Servicio A
C0679,Cliente 679,2025-03-02,Servicio A
C0680,Cliente 680,2025-03-24,Servicio B
C0681,Cliente 681,2025-03-01,Servicio B
C0682,Cliente 682,2025-03-28,Servicio A
C0683,Cliente 683,2025-03-24,Servicio A
C0684,Cliente 684,2025-03-02,Servicio A
C0685,Cliente 685,2025-03-18,Servicio C
C0686,Cliente 686,2025-03-30,Servicio C
C0687,Cliente 687,2025-03-18,Servicio A
C0688,Cliente 688,2025-04-01,Servicio B
C0689,Cliente 689,2025-03-03,Servicio A
C0690,Cliente 690,2025-03-10,Servicio C
C0691,Cliente 691,2025-03-10,Servicio C
C0692,Cliente 692,2025-03-29,Servicio C
C0693,Cliente 693,2025-03-13,Servicio C
C0694,Cliente 694,2025-03-23,Servicio C
C0695,Cliente 695,2025-03-28,Servicio A
C0696,Cliente 696,2025-03-25,Servicio A
C0697,Cliente 697,2025-03-20,Servicio C
C0698,Cliente 698,2025-03-07,Servicio C
C0699,Cliente 699,2025-03-06,Servicio B
C0700,Cliente 700,2025-03-28,Servicio C
C0701,Cliente 701,2025-03-28,Servicio C
C0702,Cliente 702,2025-03-16,Servicio C
C0703,Cliente 703,2025-03-15,Servicio C
C0704,Cliente 704,2025-03-24,Servicio B
C0705,Cliente 705,2025-03-25,Servicio A
C0706,Cliente 706,2025-03-30,Servicio A
C0707,Cliente 707,2025-04-01,Servicio C
C0708,Cliente 708,2025-03-16,Servicio A
C0709,Cliente 709,2025-03-30,Servicio C
C0710,Cliente 710,2025-03-04,Servicio C
C0711,Cliente 711,2025-03-29,Servicio B
C0712,Cliente 712,2025-03-22,Servicio A
C0713,Cliente 713,2025-03-13,Servicio A
C0714,Cliente 714,2025-04-01,Servicio A
C0715,Cliente 715,2025-04-01,Servicio C
C0716,Cliente 716,2025-03-04,Servicio A
C0717,Cliente 717,2025-03-01,Servicio A
C0718,Cliente 718,2025-03-11,Servicio A
C0719,Cliente 719,2025-03-17,Servicio A
C0720,Cliente 720,2025-03-08,Servicio C
C0721,Cliente 721,2025-03-29,Servicio A
C0722,Cliente 722,2025-03-09,Servicio A
C0723,Cliente 723,2025-03-08,Servicio A
C0724,Cliente 724,2025-03-19,Servicio C
C0725,Cliente 725,2025-04-01,Servicio C
C0726,Cliente 726,2025-03-28,Servicio C
C0727,Cliente 727,2025-03-24,Servicio B
C0728,Cliente 728,2025-03-16,Servicio A
C0729,Cliente 729,2025-03-19,Servicio A
C0730,Cliente 730,2025-03-15,Servicio B
C0731,Cliente 731,2025-03-16,Servicio A
C0732,Cliente 732,2025-03-10,Servicio C
C0733,Cliente 733,2025-03-02,Servicio B
C0734,Cliente 734,2025-03-05,Servicio B
C0735,Cliente 735,2025-03-24,Servicio A
C0736,Cliente 736,2025-03-21,Servicio C
C0737,Cliente 737,2025-03-01,Servicio B
C0738,Cliente 738,2025-03-31,Servicio B
C0739,Cliente 739,2025-03-28,Servicio B
C0740,Cliente 740,2025-03-05,Servicio C
C0741,Cliente 741,2025-03-23,Servicio A
C0742,Cliente 742,2025-03-30,Servicio B
C0743,Cliente 743,2025-03-30,Servicio A
C0744,Cliente 744,2025-03-13,Servicio C
C0745,Cliente 745,2025-03-30,Servicio B
C0746,Cliente 746,2025-03-03,Servicio A
C0747,Cliente 747,2025-03-01,Servicio B
C0748,Cliente 748,2025-03-18,Servicio C
C0749,Cliente 749,2025-03-01,Servicio C
C0750,Cliente 750,2025-03-01,Servicio C
C0751,Cliente 751,2025-03-15,Servicio B
C0752,Cliente 752,2025-03-22,Servicio C
C0753,Cliente 753,2025-03-14,Servicio C
C0754,Cliente 754,2025-03-27,Servicio B
C0755,Cliente 755,2025-03-28,Servicio B
C0756,Cliente 756,2025-03-30,Servicio C
C0757,Cliente 757,2025-03-16,Servicio B
C0758,Cliente 758,2025-03-10,Servicio A
C0759,Cliente 759,2025-03-09,Servicio A
C0760,Cliente 760,2025-03-01,Servicio C
C0761,Cliente 761,2025-03-24,Servicio B
C0762,Cliente 762,2025-03-18,Servicio B
C0763,Cliente 763,2025-03-04,Servicio B
C0764,Cliente 764,2025-03-10,Servicio B
C0765,Cliente 765,2025-03-03,Servicio B
C0766,Cliente 766,2025-03-01,Servicio B
C0767,Cliente 767,2025-03-13,Servicio B
C0768,Cliente 768,2025-03-21,Servicio C
C0769,Cliente 769,2025-03-09,Servicio B
C0770,Cliente 770,2025-03-31,Servicio C
C0771,Cliente 771,2025-03-18,Servicio B
C0772,Cliente 772,2025-03-30,Servicio B
C0773,Cliente 773,2025-03-18,Servicio C
C0774,Cliente 774,2025-03-21,Servicio C
C0775,Cliente 775,2025-03-13,Servicio C
C0776,Cliente 776,2025-03-10,Servicio A
C0777,Cliente 777,2025-03-24,Servicio C
C0778,Cliente 778,2025-03-23,Servicio C
C0779,Cliente 779,2025-04-01,Servicio A
C0780,Cliente 780,2025-03-31,Servicio C
C0781,Cliente 781,2025-03-20,Servicio B
C0782,Cliente 782,2025-03-12,Servicio B
C0783,Cliente 783,2025-03-29,Servicio B
C0784,Cliente 784,2025-03-06,Servicio C
C0785,Cliente 785,2025-03-30,Servicio A
C0786,Cliente 786,2025-03-16,Servicio B
C0787,Cliente 787,2025-03-13,Servicio C
C0788,Cliente 788,2025-03-25,Servicio C
C0789,Cliente 789,2025-03-07,Servicio B
C0790,Cliente 790,2025-03-06,Servicio C
C0791,Cliente 791,2025-03-14,Servicio B
C0792,Cliente 792,2025-03-17,Servicio C
C0793,Cliente 793,2025-03-14,Servicio B
C0794,Cliente 794,2025-03-09,Servicio A
C0795,Cliente 795,2025-04-01,Servicio A
C0796,Cliente 796,2025-03-22,Servicio A
C0797,Cliente 797,2025-03-13,Servicio A
C0798,Cliente 798,2025-03-30,Servicio A
C0799,Cliente 799,2025-03-23,Servicio C
C0800,Cliente 800,2025-03-21,Servicio B
C0801,Cliente 801,2025-03-01,Servicio A
C0802,Cliente 802,2025-03-09,Servicio A
C0803,Cliente 803,2025-03-10,Servicio C
C0804,Cliente 804,2025-03-03,Servicio B
C0805,Cliente 805,2025-03-11,Servicio A
C0806,Cliente 806,2025-03-11,Servicio A
C0807,Cliente 807,2025-03-11,Servicio C
C0808,Cliente 808,2025-03-04,Servicio B
C0809,Cliente 809,2025-03-30,Servicio A
C0810,Cliente 810,2025-03-06,Servicio A
C0811,Cliente 811,2025-03-05,Servicio A
C0812,Cliente 812,2025-03-28,Servicio B
C0813,Cliente 813,2025-03-03,Servicio C
C0814,Cliente 814,2025-03-11,Servicio B
C0815,Cliente 815,2025-03-16,Servicio C
C0816,Cliente 816,2025-03-14,Servicio B
C0817,Cliente 817,2025-03-17,Servicio B
C0818,Cliente 818,2025-03-20,Servicio A
C0819,Cliente 819,2025-03-18,Servicio B
C0820,Cliente 820,2025-03-29,Servicio B
C0821,Cliente 821,2025-03-01,Servicio B
C0822,Cliente 822,2025-03-09,Servicio C
C0823,Cliente 823,2025-03-08,Servicio A
C0824,Cliente 824,2025-03-09,Servicio C
C0825,Cliente 825,2025-03-22,Servicio C
C0826,Cliente 826,2025-03-16,Servicio C
C0827,Cliente 827,2025-04-01,Servicio C
C0828,Cliente 828,2025-03-18,Servicio C
C0829,Cliente 829,2025-03-03,Servicio B
C0830,Cliente 830,2025-03-14,Servicio B
C0831,Cliente 831,2025-03-11,Servicio C
C0832,Cliente 832,2025-03-28,Servicio A
C0833,Cliente 833,2025-03-31,Servicio C
C0834,Cliente 834,2025-03-26,Servicio C
C0835,Cliente 835,2025-03-11,Servicio B
C0836,Cliente 836,2025-03-06,Servicio A
C0837,Cliente 837,2025-03-17,Servicio A
C0838,Cliente 838,2025-03-16,Servicio A
C0839,Cliente 839,2025-03-18,Servicio C
C0840,Cliente 840,2025-03-28,Servicio B
C0841,Cliente 841,2025-03-03,Servicio B
C0842,Cliente 842,2025-03-19,Servicio C
C0843,Cliente 843,2025-03-19,Servicio C
C0844,Cliente 844,2025-04-01,Servicio B
C0845,Cliente 845,2025-03-25,Servicio A
C0846,Cliente 846,2025-03-12,Servicio A
C0847,Cliente 847,2025-03-04,Servicio A
C0848,Cliente 848,2025-04-01,Servicio B
C0849,Cliente 849,2025-03-02,Servicio B
C0850,Cliente 850,2025-03-13,Servicio B
C0851,Cliente 851,2025-03-12,Servicio B
C0852,Cliente 852,2025-03-30,Servicio A
C0853,Cliente 853,2025-03-07,Servicio A
C0854,Cliente 854,2025-03-31,Servicio C
C0855,Cliente 855,2025-03-30,Servicio A
C0856,Cliente 856,2025-03-21,Servicio C
C0857,Cliente 857,2025-03-05,Servicio B
C0858,Cliente 858,2025-03-10,Servicio A
C0859,Cliente 859,2025-03-23,Servicio A
C0860,Cliente 860,2025-03-16,Servicio B
C0861,Cliente 861,2025-03-20,Servicio B
C0862,Cliente 862,2025-03-08,Servicio A
C0863,Cliente 863,2025-03-01,Servicio B
C0864,Cliente 864,2025-03-13,Servicio B
C0865,Cliente 865,2025-03-12,Servicio C
C0866,Cliente 866,2025-04-01,Servicio C
C0867,Cliente 867,2025-03-28,Servicio C
C0868,Cliente 868,2025-03-19,Servicio A
C0869,Cliente 869,2025-03-19,Servicio A
C0870,Cliente 870,2025-03-17,Servicio A
C0871,Cliente 871,2025-03-27,Servicio A
C0872,Cliente 872,2025-03-06,Servicio B
C0873,Cliente 873,2025-03-21,Servicio A
C0874,Cliente 874,2025-03-31,Servicio B
C0875,Cliente 875,2025-03-19,Servicio B
C0876,Cliente 876,2025-03-01,Servicio A
C0877,Cliente 877,2025-03-25,Servicio B
C0878,Cliente 878,2025-03-01,Servicio A
C0879,Cliente 879,2025-03-11,Servicio B
C0880,Cliente 880,2025-03-10,Servicio B
C0881,Cliente 881,2025-03-03,Servicio A
C0882,Cliente 882,2025-03-05,Servicio A
C0883,Cliente 883,2025-03-20,Servicio A
C0884,Cliente 884,2025-03-25,Servicio C
C0885,Cliente 885,2025-03-01,Servicio B
C0886,Cliente 886,2025-03-09,Servicio A
C0887,Cliente 887,2025-03-23,Servicio A
C0888,Cliente 888,2025-03-13,Servicio B
C0889,Cliente 889,2025-04-01,Servicio C
C0890,Cliente 890,2025-03-11,Servicio C
C0891,Cliente 891,2025-03-10,Servicio C
C0892,Cliente 892,2025-03-23,Servicio A
C0893,Cliente 893,2025-03-19,Servicio B
C0894,Cliente 894,2025-03-21,Servicio B
C0895,Cliente 895,2025-03-19,Servicio C
C0896,Cliente 896,2025-03-19,Servicio A
C0897,Cliente 897,2025-03-07,Servicio B
C0898,Cliente 898,2025-03-16,Servicio B
C0899,Cliente 899,2025-03-25,Servicio B
C0900,Cliente 900,2025-03-29,Servicio A
C0901,Cliente 901,2025-03-25,Servicio C
C0902,Cliente 902,2025-03-23,Servicio A
C0903,Cliente 903,2025-03-10,Servicio C
C0904,Cliente 904,2025-03-14,Servicio A
C0905,Cliente 905,2025-03-04,Servicio B
C0906,Cliente 906,2025-03-22,Servicio B
C0907,Cliente 907,2025-03-18,Servicio C
C0908,Cliente 908,2025-03-14,Servicio A
C0909,Cliente 909,2025-03-11,Servicio A
C0910,Cliente 910,2025-03-07,Servicio B
C0911,Cliente 911,2025-03-26,Servicio A
C0912,Cliente 912,2025-03-07,Servicio C
C0913,Cliente 913,2025-03-30,Servicio A
C0914,Cliente 914,2025-03-04,Servicio A
C0915,Cliente 915,2025-03-25,Servicio B
C0916,Cliente 916,2025-03-20,Servicio B
C0917,Cliente 917,2025-03-01,Servicio C
C0918,Cliente 918,2025-03-15,Servicio B
C0919,Cliente 919,2025-03-09,Servicio B
C0920,Cliente 920,2025-03-04,Servicio B
C0921,Cliente 921,2025-03-01,Servicio A
C0922,Cliente 922,2025-03-15,Servicio C
C0923,Cliente 923,2025-03-29,Servicio C
C0924,Cliente 924,2025-03-17,Servicio C
C0925,Cliente 925,2025-03-12,Servicio B
C0926,Cliente 926,2025-03-01,Servicio A
C0927,Cliente 927,2025-03-29,Servicio A
C0928,Cliente 928,2025-03-30,Servicio B
C0929,Cliente 929,2025-03-29,Servicio B
C0930,Cliente 930,2025-03-29,Servicio B
C0931,Cliente 931,2025-03-22,Servicio A
C0932,Cliente 932,2025-03-25,Servicio A
C0933,Cliente 933,2025-03-16,Servicio A
C0934,Cliente 934,2025-03-16,Servicio B
C0935,Cliente 935,2025-03-19,Servicio A
C0936,Cliente 936,2025-03-19,Servicio A
C0937,Cliente 937,2025-03-20,Servicio C
C0938,Cliente 938,2025-03-03,Servicio A
C0939,Cliente 939,2025-03-19,Servicio A
C0940,Cliente 940,2025-03-29,Servicio A
C0941,Cliente 941,2025-03-02,Servicio B
C0942,Cliente 942,2025-03-23,Servicio C
C0943,Cliente 943,2025-03-26,Servicio A
C0944,Cliente 944,2025-03-19,Servicio A
C0945,Cliente 945,2025-03-11,Servicio A
C0946,Cliente 946,2025-03-28,Servicio B
C0947,Cliente 947,2025-03-21,Servicio B
C0948,Cliente 948,2025-03-02,Servicio C
C0949,Cliente 949,2025-03-02,Servicio A
C0950,Cliente 950,2025-03-02,Servicio C
C0951,Cliente 951,2025-03-04,Servicio B
C0952,Cliente 952,2025-03-20,Servicio A
C0953,Cliente 953,2025-03-09,Servicio B
C0954,Cliente 954,2025-03-11,Servicio A
C0955,Cliente 955,2025-04-01,Servicio C
C0956,Cliente 956,2025-04-01,Servicio C
C0957,Cliente 957,2025-03-22,Servicio B
C0958,Cliente 958,2025-03-01,Servicio A
C0959,Cliente 959,2025-03-12,Servicio B
C0960,Cliente 960,2025-03-24,Servicio C
C0961,Cliente 961,2025-03-15,Servicio B
C0962,Cliente 962,2025-03-23,Servicio C
C0963,Cliente 963,2025-03-27,Servicio A
C0964,Cliente 964,2025-03-05,Servicio A
C0965,Cliente 965,2025-03-05,Servicio A
C0966,Cliente 966,2025-03-29,Servicio C
C0967,Cliente 967,2025-03-30,Servicio B
C0968,Cliente 968,2025-03-04,Servicio A
C0969,Cliente 969,2025-03-01,Servicio A
C0970,Cliente 970,2025-03-07,Servicio A
C0971,Cliente 971,2025-03-12,Servicio C
C0972,Cliente 972,2025-03-05,Servicio B
C0973,Cliente 973,2025-03-08,Servicio A
C0974,Cliente 974,2025-03-25,Servicio C
C0975,Cliente 975,2025-04-01,Servicio A
C0976,Cliente 976,2025-03-08,Servicio B
C0977,Cliente 977,2025-03-05,Servicio B
C0978,Cliente 978,2025-03-02,Servicio C
C0979,Cliente 979,2025-03-04,Servicio B
C0980,Cliente 980,2025-03-15,Servicio C
C0981,Cliente 981,2025-03-23,Servicio C
C0982,Cliente 982,2025-03-29,Servicio A
C0983,Cliente 983,2025-03-30,Servicio C
C0984,Cliente 984,2025-03-10,Servicio B
C0985,Cliente 985,2025-03-02,Servicio C
C0986,Cliente 986,2025-03-30,Servicio A
C0987,Cliente 987,2025-03-06,Servicio C
C0988,Cliente 988,2025-03-27,Servicio C
C0989,Cliente 989,2025-03-09,Servicio C
C0990,Cliente 990,2025-03-27,Servicio A
C0991,Cliente 991,2025-03-06,Servicio C
C0992,Cliente 992,2025-03-30,Servicio C
C0993,Cliente 993,2025-03-02,Servicio B
C0994,Cliente 994,2025-03-01,Servicio B
C0995,Cliente 995,2025-03-27,Servicio C
C0996,Cliente 996,2025-03-01,Servicio A
C0997,Cliente 997,2025-03-19,Servicio A
C0998,Cliente 998,2025-03-22,Servicio A
C0999,Cliente 999,2025-03-14,Servicio C
C1000,Cliente 1000,2025-03-22,Servicio C
C1001,Cliente 1001,2025-03-24,Servicio B
C1002,Cliente 1002,2025-03-01,Servicio A
C1003,Cliente 1003,2025-03-29,Servicio C
C1004,Cliente 1004,2025-03-15,Servicio C
C1005,Cliente 1005,2025-03-16,Servicio C
C1006,Cliente 1006,2025-03-31,Servicio A
C1007,Cliente 1007,2025-03-11,Servicio C
C1008,Cliente 1008,2025-03-26,Servicio A
C1009,Cliente 1009,2025-03-08,Servicio A
C1010,Cliente 1010,2025-03-19,Servicio B
C1011,Cliente 1011,2025-03-27,Servicio A
C1012,Cliente 1012,2025-03-06,Servicio A
C1013,Cliente 1013,2025-03-04,Servicio B
C1014,Cliente 1014,2025-03-16,Servicio C
C1015,Cliente 1015,2025-03-14,Servicio C
C1016,Cliente 1016,2025-03-26,Servicio C
C1017,Cliente 1017,2025-03-04,Servicio A
C1018,Cliente 1018,2025-03-16,Servicio B
C1019,Cliente 1019,2025-03-14,Servicio B
C1020,Cliente 1020,2025-03-02,Servicio C
C1021,Cliente 1021,2025-03-09,Servicio B
C1022,Cliente 1022,2025-03-18,Servicio C
C1023,Cliente 1023,2025-03-02,Servicio B
C1024,Cliente 1024,2025-03-26,Servicio A
C1025,Cliente 1025,2025-03-25,Servicio C
C1026,Cliente 1026,2025-03-23,Servicio C
C1027,Cliente 1027,2025-03-06,Servicio B
C1028,Cliente 1028,2025-04-01,Servicio A
C1029,Cliente 1029,2025-03-11,Servicio B
C1030,Cliente 1030,2025-03-11,Servicio A
C1031,Cliente 1031,2025-03-26,Servicio C
C1032,Cliente 1032,2025-03-09,Servicio A
C1033,Cliente 1033,2025-03-27,Servicio C
C1034,Cliente 1034,2025-03-03,Servicio A
C1035,Cliente 1035,2025-03-11,Servicio C
C1036,Cliente 1036,2025-03-07,Servicio C
C1037,Cliente 1037,2025-03-30,Servicio C
C1038,Cliente 1038,2025-03-25,Servicio A
C1039,Cliente 1039,2025-03-03,Servicio C
C1040,Cliente 1040,2025-03-05,Servicio C
C1041,Cliente 1041,2025-03-11,Servicio C
C1042,Cliente 1042,2025-03-06,Servicio A
C1043,Cliente 1043,2025-03-17,Servicio A
C1044,Cliente 1044,2025-03-25,Servicio C
C1045,Cliente 1045,2025-03-24,Servicio C
C1046,Cliente 1046,2025-03-24,Servicio C
C1047,Cliente 1047,2025-03-29,Servicio A
C1048,Cliente 1048,2025-03-20,Servicio C
C1049,Cliente 1049,2025-03-04,Servicio A
C1050,Cliente 1050,2025-03-11,Servicio B
C1051,Cliente 1051,2025-03-31,Servicio B
C1052,Cliente 1052,2025-04-01,Servicio C
C1053,Cliente 1053,2025-03-20,Servicio B
C1054,Cliente 1054,2025-03-29,Servicio B
C1055,Cliente 1055,2025-03-22,Servicio B
C1056,Cliente 1056,2025-03-04,Servicio A
C1057,Cliente 1057,2025-03-13,Servicio B
C1058,Cliente 1058,2025-03-14,Servicio B
C1059,Cliente 1059,2025-03-13,Servicio B
C1060,Cliente 1060,2025-03-22,Servicio A
C1061,Cliente 1061,2025-03-23,Servicio A
C1062,Cliente 1062,2025-03-25,Servicio A
C1063,Cliente 1063,2025-03-13,Servicio A
C1064,Cliente 1064,2025-03-17,Servicio C
C1065,Cliente 1065,2025-03-17,Servicio C
C1066,Cliente 1066,2025-03-13,Servicio B
C1067,Cliente 1067,2025-03-21,Servicio A
C1068,Cliente 1068,2025-03-17,Servicio B
C1069,Cliente 1069,2025-03-14,Servicio C
C1070,Cliente 1070,2025-03-16,Servicio C
C1071,Cliente 1071,2025-03-28,Servicio C
C1072,Cliente 1072,2025-03-22,Servicio B
C1073,Cliente 1073,2025-03-04,Servicio C
C1074,Cliente 1074,2025-03-11,Servicio B
C1075,Cliente 1075,2025-03-17,Servicio B
C1076,Cliente 1076,2025-04-01,Servicio C
C1077,Cliente 1077,2025-03-14,Servicio C
C1078,Cliente 1078,2025-03-30,Servicio A
C1079,Cliente 1079,2025-03-26,Servicio A
C1080,Cliente 1080,2025-03-26,Servicio B
C1081,Cliente 1081,2025-03-19,Servicio B
C1082,Cliente 1082,2025-03-16,Servicio C
C1083,Cliente 1083,2025-03-19,Servicio C
C1084,Cliente 1084,2025-03-02,Servicio C
C1085,Cliente 1085,2025-03-01,Servicio B
C1086,Cliente 1086,2025-03-17,Servicio B
C1087,Cliente 1087,2025-03-26,Servicio B
C1088,Cliente 1088,2025-03-08,Servicio C
C1089,Cliente 1089,2025-03-13,Servicio A
C1090,Cliente 1090,2025-03-14,Servicio C
C1091,Cliente 1091,2025-03-12,Servicio A
C1092,Cliente 1092,2025-03-26,Servicio B
C1093,Cliente 1093,2025-03-17,Servicio C
C1094,Cliente 1094,2025-03-13,Servicio C
C1095,Cliente 1095,2025-03-21,Servicio B
C1096,Cliente 1096,2025-03-24,Servicio A
C1097,Cliente 1097,2025-03-11,Servicio B
C1098,Cliente 1098,2025-03-17,Servicio A
C1099,Cliente 1099,2025-03-18,Servicio A
C1100,Cliente 1100,2025-03-02,Servicio B
C1101,Cliente 1101,2025-03-03,Servicio C
C1102,Cliente 1102,2025-03-05,Servicio C
C1103,Cliente 1103,2025-03-25,Servicio A
C1104,Cliente 1104,2025-03-19,Servicio A
C1105,Cliente 1105,2025-03-15,Servicio A
C1106,Cliente 1106,2025-04-01,Servicio C
C1107,Cliente 1107,2025-03-06,Servicio A
C1108,Cliente 1108,2025-03-02,Servicio B
C1109,Cliente 1109,2025-03-09,Servicio A
C1110,Cliente 1110,2025-03-30,Servicio A
C1111,Cliente 1111,2025-03-30,Servicio B
C1112,Cliente 1112,2025-03-08,Servicio C
C1113,Cliente 1113,2025-03-26,Servicio B
C1114,Cliente 1114,2025-03-21,Servicio A
C1115,Cliente 1115,2025-03-15,Servicio A
C1116,Cliente 1116,2025-03-13,Servicio A
C1117,Cliente 1117,2025-03-02,Servicio B
C1118,Cliente 1118,2025-03-03,Servicio C
C1119,Cliente 1119,2025-03-06,Servicio A
C1120,Cliente 1120,2025-03-22,Servicio A
C1121,Cliente 1121,2025-03-13,Servicio B
C1122,Cliente 1122,2025-03-24,Servicio C
C1123,Cliente 1123,2025-03-28,Servicio A
C1124,Cliente 1124,2025-03-30,Servicio A
