,Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
492204,2008,1,26,6,1433.0,1435,1724.0,1735,AA,762,N4XNAA,111.0,120.0,84.0,-11.0,-2.0,DEN,DFW,641,13.0,14.0,0,,0,,,,,
3257973,2008,6,3,2,1150.0,1155,1328.0,1337,US,1815,N700UW,98.0,102.0,68.0,-9.0,-5.0,PHL,CLT,448,3.0,27.0,0,,0,,,,,
3784803,2008,7,3,4,1755.0,1806,1839.0,1853,OO,5419,N217SW,44.0,47.0,30.0,-14.0,-11.0,SAN,LAX,109,5.0,9.0,0,,0,,,,,
2632188,2008,5,10,6,1125.0,1130,1345.0,1256,UA,888,N596UA,140.0,86.0,59.0,49.0,-5.0,SFO,LAX,337,51.0,30.0,0,,0,0.0,0.0,49.0,0.0,0.0
438542,2008,1,3,4,1433.0,1430,1620.0,1607,NW,807,N590NW,227.0,217.0,200.0,13.0,3.0,MSP,SEA,1399,7.0,20.0,0,,0,,,,,
4170427,2008,7,12,6,2300.0,2305,152.0,155,B6,767,N623JB,172.0,170.0,149.0,-3.0,-5.0,MCO,PSE,1180,4.0,19.0,0,,0,,,,,
6805279,2008,12,25,4,1221.0,1226,1454.0,1503,FL,563,N899AT,93.0,97.0,81.0,-9.0,-5.0,BMI,ATL,533,7.0,5.0,0,,0,,,,,
1668628,2008,3,12,3,943.0,945,1044.0,1045,AA,511,N401AA,61.0,60.0,40.0,-1.0,-2.0,AUS,DFW,190,9.0,12.0,0,,0,,,,,
2661062,2008,5,13,2,2048.0,2055,2203.0,2217,US,1430,N518AU,75.0,82.0,42.0,-14.0,-7.0,PHL,PVD,238,4.0,29.0,0,,0,,,,,
6059456,2008,11,11,2,1527.0,1530,1622.0,1619,YV,1038,N77278,55.0,49.0,38.0,3.0,-3.0,HNL,ITO,216,5.0,12.0,0,,0,,,,,
1195417,2008,3,9,7,1725.0,1710,1944.0,1925,WN,1746,N711HK,199.0,195.0,171.0,19.0,15.0,FLL,MDW,1166,7.0,21.0,0,,0,4.0,0.0,4.0,0.0,11.0
3095900,2008,6,14,6,1140.0,1115,1346.0,1323,XE,7757,N33182,126.0,128.0,105.0,23.0,25.0,EUG,LAX,748,12.0,9.0,0,,0,23.0,0.0,0.0,0.0,0.0
3438229,2008,6,21,6,1437.0,1441,1806.0,1749,NW,879,N365NB,149.0,128.0,113.0,17.0,-4.0,MEM,DCA,762,8.0,28.0,0,,0,0.0,0.0,17.0,0.0,0.0
2105015,2008,4,29,2,1628.0,1630,1738.0,1750,DL,1961,N910DE,70.0,80.0,43.0,-12.0,-2.0,LGA,DCA,214,4.0,23.0,0,,0,,,,,
5337657,2008,9,14,7,1318.0,1325,1622.0,1617,B6,438,N662JB,184.0,172.0,168.0,5.0,-7.0,MCO,BOS,1121,7.0,9.0,0,,0,,,,,
2198749,2008,4,9,3,1116.0,1115,1404.0,1410,MQ,4462,N854AE,108.0,115.0,83.0,-6.0,1.0,ORD,CLT,599,11.0,14.0,0,,0,,,,,
474893,2008,1,8,2,1657.0,1655,1811.0,1751,9E,5907,88849E,134.0,116.0,91.0,20.0,2.0,CLT,MEM,512,12.0,31.0,0,,0,0.0,0.0,20.0,0.0,0.0
4789974,2008,8,19,2,1119.0,1125,1400.0,1358,B6,308,N621JB,161.0,153.0,116.0,2.0,-6.0,FLL,IAD,901,10.0,35.0,0,,0,,,,,
5347100,2008,9,14,7,,1000,,1351,CO,317,,,171.0,,,,IAH,PIT,1117,,,1,B,0,,,,,
5029582,2008,9,25,4,947.0,945,1223.0,1237,OO,3828,N445SW,96.0,112.0,85.0,-14.0,2.0,PDX,SLC,630,4.0,7.0,0,,0,,,,,
2955361,2008,5,11,7,1430.0,1415,1657.0,1636,CO,1461,N24211,147.0,141.0,122.0,21.0,15.0,CLE,MCO,895,3.0,22.0,0,,0,15.0,0.0,6.0,0.0,0.0
3697843,2008,7,30,3,1708.0,1555,1829.0,1720,WN,1939,N757LV,81.0,85.0,69.0,69.0,73.0,SMF,SNA,404,5.0,7.0,0,,0,8.0,0.0,0.0,0.0,61.0
3623303,2008,7,8,2,1921.0,1825,2025.0,1935,WN,2716,N297WN,64.0,70.0,46.0,50.0,56.0,SAN,LAS,258,8.0,10.0,0,,0,0.0,0.0,0.0,0.0,50.0
1775646,2008,3,5,3,1829.0,1709,2048.0,1927,DL,1762,N980DL,79.0,78.0,50.0,81.0,80.0,MEM,ATL,332,6.0,23.0,0,,0,5.0,0.0,64.0,0.0,12.0
6003168,2008,11,22,6,1823.0,1810,2021.0,2025,WN,87,N424WN,178.0,195.0,168.0,-4.0,13.0,ABQ,SEA,1180,3.0,7.0,0,,0,,,,,
5623845,2008,10,5,7,1214.0,1215,1647.0,1651,US,592,N154AW,153.0,156.0,136.0,-4.0,-1.0,PHX,MCI,1044,2.0,15.0,0,,0,,,,,
6326491,2008,11,20,4,912.0,913,1006.0,1016,NW,741,N586NW,114.0,123.0,89.0,-10.0,-1.0,DTW,MSP,528,10.0,15.0,0,,0,,,,,
1789673,2008,3,16,7,1731.0,1735,1803.0,1812,DL,1600,N930DL,92.0,97.0,71.0,-9.0,-4.0,ATL,MSY,425,6.0,15.0,0,,0,,,,,
269741,2008,1,11,5,1105.0,1115,1320.0,1320,US,1233,N745VJ,135.0,125.0,98.0,0.0,-10.0,LGA,CLT,544,5.0,32.0,0,,0,,,,,
4077349,2008,7,14,1,2117.0,2125,2230.0,2259,9E,2898,88699E,133.0,154.0,115.0,-29.0,-8.0,LGA,MSN,812,3.0,15.0,0,,0,,,,,
2856907,2008,5,4,7,916.0,915,1156.0,1205,9E,5707,85169E,100.0,110.0,75.0,-9.0,1.0,MEM,JAX,576,7.0,18.0,0,,0,,,,,
6122080,2008,11,20,4,824.0,830,950.0,957,OO,6467,N776SK,86.0,87.0,62.0,-7.0,-6.0,LAX,SMF,373,2.0,22.0,0,,0,,,,,
2360067,2008,4,21,1,1927.0,1855,22.0,2329,CO,310,N14107,235.0,214.0,188.0,53.0,32.0,IAH,EWR,1400,9.0,38.0,0,,0,0.0,0.0,21.0,0.0,32.0
4182576,2008,7,18,5,2115.0,2053,2210.0,2204,CO,1717,N76505,175.0,191.0,155.0,6.0,22.0,IAH,SAN,1303,3.0,17.0,0,,0,,,,,
270767,2008,1,12,6,855.0,900,1017.0,1020,US,814,N178US,82.0,80.0,61.0,-3.0,-5.0,JAX,CLT,329,3.0,18.0,0,,0,,,,,
2436855,2008,5,17,6,1730.0,1600,1906.0,1740,WN,1531,N431WN,96.0,100.0,82.0,86.0,90.0,ORF,JAX,543,5.0,9.0,0,,0,86.0,0.0,0.0,0.0,0.0
2946852,2008,5,28,3,1001.0,1000,1234.0,1239,B6,142,N655JB,153.0,159.0,132.0,-5.0,1.0,PBI,JFK,1028,7.0,14.0,0,,0,,,,,
388733,2008,1,5,6,1225.0,1230,1348.0,1405,MQ,3446,N624AE,83.0,95.0,68.0,-17.0,-5.0,MCI,DAL,461,3.0,12.0,0,,0,,,,,
6329976,2008,11,26,3,747.0,757,856.0,919,NW,1006,N772NC,69.0,82.0,43.0,-23.0,-10.0,IND,DTW,231,11.0,15.0,0,,0,,,,,
5685494,2008,10,7,2,1111.0,1115,1211.0,1215,EV,5101,N906EV,60.0,60.0,41.0,-4.0,-4.0,TRI,ATL,227,9.0,10.0,0,,0,,,,,
970090,2008,2,13,3,1222.0,1200,1406.0,1355,MQ,3350,N673AE,104.0,115.0,94.0,11.0,22.0,MOB,DFW,540,7.0,3.0,0,,0,,,,,
4936239,2008,9,17,3,1859.0,1838,2043.0,2043,XE,2988,N14920,104.0,125.0,83.0,0.0,21.0,CAE,EWR,602,8.0,13.0,0,,0,,,,,
2951707,2008,5,14,3,1926.0,1908,2237.0,2237,CO,1748,N33289,131.0,149.0,114.0,0.0,18.0,IAH,FLL,965,4.0,13.0,0,,0,,,,,
6859042,2008,12,22,1,1018.0,1020,1203.0,1243,NW,454,N600TR,105.0,143.0,90.0,-40.0,-2.0,MSP,MEM,700,4.0,11.0,0,,0,,,,,
6658755,2008,12,16,2,1204.0,1155,1407.0,1336,OO,6762,N947SW,183.0,161.0,164.0,31.0,9.0,DEN,SBA,916,4.0,15.0,0,,0,0.0,0.0,22.0,0.0,9.0
684390,2008,2,26,2,1630.0,1610,1724.0,1710,WN,28,N653SW,54.0,60.0,44.0,14.0,20.0,STL,MDW,251,4.0,6.0,0,,0,,,,,
1384586,2008,3,24,1,1631.0,1503,1714.0,1546,OO,5450,N288SW,43.0,43.0,21.0,88.0,88.0,SFO,MRY,77,4.0,18.0,0,,0,88.0,0.0,0.0,0.0,0.0
315376,2008,1,25,5,1333.0,1335,1442.0,1453,DL,1513,N920DE,69.0,78.0,53.0,-11.0,-2.0,ATL,DAB,366,4.0,12.0,0,,0,,,,,
1416649,2008,3,4,2,841.0,840,956.0,952,UA,607,N814UA,135.0,132.0,95.0,4.0,1.0,DCA,ORD,612,7.0,33.0,0,,0,,,,,
3467909,2008,6,3,2,1437.0,1440,1651.0,1658,9E,5799,83909E,74.0,78.0,52.0,-7.0,-3.0,MEM,SDF,320,6.0,16.0,0,,0,,,,,
178825,2008,1,6,7,1512.0,1400,1821.0,1708,OO,6614,N982SW,129.0,128.0,112.0,73.0,72.0,PSC,DEN,853,6.0,11.0,0,,0,73.0,0.0,0.0,0.0,0.0
597230,2008,1,8,2,1220.0,1225,1507.0,1525,DL,1206,N926DL,167.0,180.0,153.0,-18.0,-5.0,RSW,BDL,1180,5.0,9.0,0,,0,,,,,
5871616,2008,10,27,1,1459.0,1500,1711.0,1725,AA,2333,N237AA,132.0,145.0,115.0,-14.0,-1.0,ORD,DFW,802,6.0,11.0,0,,0,,,,,
2782540,2008,5,13,2,903.0,905,958.0,1010,MQ,3652,N696AE,55.0,65.0,46.0,-12.0,-2.0,LBB,DFW,282,4.0,5.0,0,,0,,,,,
2969997,2008,5,5,1,1252.0,1145,1358.0,1257,CO,723,N24202,66.0,72.0,44.0,61.0,67.0,IAH,MSY,305,2.0,20.0,0,,0,61.0,0.0,0.0,0.0,0.0
2705842,2008,5,30,5,629.0,630,1118.0,1123,DL,784,N669DN,169.0,173.0,149.0,-5.0,-1.0,ABQ,ATL,1269,10.0,10.0,0,,0,,,,,
889733,2008,2,2,6,849.0,850,1217.0,1240,WN,742,N285WN,148.0,170.0,135.0,-23.0,-1.0,OKC,BWI,1180,4.0,9.0,0,,0,,,,,
2027367,2008,4,9,3,1800.0,1800,1941.0,1938,UA,745,N528UA,161.0,158.0,138.0,3.0,0.0,DEN,PDX,992,2.0,21.0,0,,0,,,,,
3369009,2008,6,28,6,1659.0,1622,1950.0,1900,FL,621,N960AT,171.0,158.0,142.0,50.0,37.0,MCO,PHL,861,4.0,25.0,0,,0,0.0,0.0,50.0,0.0,0.0
1283758,2008,3,7,5,1309.0,820,1455.0,1020,XE,3012,N14943,106.0,120.0,87.0,275.0,289.0,EWR,CMH,462,5.0,14.0,0,,0,275.0,0.0,0.0,0.0,0.0
6644864,2008,12,13,6,1427.0,1437,1553.0,1608,OO,5977,N465SW,146.0,151.0,132.0,-15.0,-10.0,MSN,DEN,826,8.0,6.0,0,,0,,,,,
5187862,2008,9,16,2,1953.0,2000,2108.0,2120,MQ,3180,N822AE,75.0,80.0,62.0,-12.0,-7.0,SAN,SJC,417,3.0,10.0,0,,0,,,,,
2745019,2008,5,8,4,908.0,910,1117.0,1129,FL,653,N993AT,129.0,139.0,113.0,-12.0,-2.0,ATL,HPN,780,5.0,11.0,0,,0,,,,,
3173316,2008,6,6,5,1824.0,1835,1952.0,1958,OO,3999,N459SW,88.0,83.0,63.0,-6.0,-11.0,BIL,SLC,387,17.0,8.0,0,,0,,,,,
1401184,2008,3,3,1,953.0,945,1226.0,1215,UA,139,N212UA,273.0,270.0,233.0,11.0,8.0,ORD,SFO,1846,2.0,38.0,0,,0,,,,,
3549189,2008,6,22,7,,1800,,1922,B6,1069,N192JB,,82.0,,,,BOS,JFK,187,,,1,B,0,,,,,
2220632,2008,4,19,6,1714.0,1715,1823.0,1824,NW,701,N302NB,69.0,69.0,50.0,-1.0,-1.0,IND,DTW,231,8.0,11.0,0,,0,,,,,
6626363,2008,12,8,1,1229.0,1235,1412.0,1417,OO,4749,N461SW,163.0,162.0,140.0,-5.0,-6.0,MCI,SLC,919,6.0,17.0,0,,0,,,,,
457244,2008,1,23,3,1658.0,1700,1809.0,1829,9E,2921,80009E,71.0,89.0,49.0,-20.0,-2.0,PIT,DTW,201,8.0,14.0,0,,0,,,,,
2495531,2008,5,18,7,2119.0,2115,2210.0,2205,XE,2948,N15980,51.0,50.0,28.0,5.0,4.0,CLE,DAY,162,7.0,16.0,0,,0,,,,,
5665682,2008,10,17,5,1603.0,1555,1705.0,1652,DL,651,N928DL,62.0,57.0,37.0,13.0,8.0,ATL,GSP,153,3.0,22.0,0,,0,,,,,
947668,2008,2,14,4,1109.0,1112,1339.0,1337,FL,151,N951AT,150.0,145.0,123.0,2.0,-3.0,MIA,BWI,946,7.0,20.0,0,,0,,,,,
1114260,2008,2,21,4,1336.0,1328,,1412,AS,152,N762AS,,44.0,,,8.0,OME,OTZ,183,,4.0,0,,1,,,,,
1540106,2008,3,10,1,1844.0,1843,2116.0,2057,FL,364,N287AT,152.0,134.0,122.0,19.0,1.0,ATL,LGA,761,9.0,21.0,0,,0,0.0,0.0,18.0,0.0,1.0
6381402,2008,11,26,3,738.0,730,922.0,930,AA,1379,N5CMAA,104.0,120.0,84.0,-8.0,8.0,STL,DFW,551,7.0,13.0,0,,0,,,,,
2728028,2008,5,28,3,1627.0,1630,1708.0,1707,EV,4827,N824AS,101.0,97.0,67.0,1.0,-3.0,ATL,BTR,449,4.0,30.0,0,,0,,,,,
3044036,2008,6,17,2,617.0,620,706.0,710,WN,1754,N457WN,49.0,50.0,36.0,-4.0,-3.0,LAS,ONT,197,5.0,8.0,0,,0,,,,,
7099,2008,1,5,6,1038.0,1030,1231.0,1210,WN,571,N796SW,233.0,220.0,217.0,21.0,8.0,MCI,LAX,1363,6.0,10.0,0,,0,8.0,0.0,13.0,0.0,0.0
3592440,2008,6,10,2,1556.0,1600,1653.0,1657,DL,1179,N901DA,117.0,117.0,101.0,-4.0,-4.0,SLC,SFO,599,5.0,11.0,0,,0,,,,,
3744495,2008,7,9,3,1835.0,1840,1844.0,1905,YV,2831,N920FJ,129.0,145.0,111.0,-21.0,-5.0,SAT,PHX,843,8.0,10.0,0,,0,,,,,
2253531,2008,4,1,2,,1130,,1250,9E,5736,,,80.0,,,,MOB,MEM,317,,,1,B,0,,,,,
5834125,2008,10,12,7,1521.0,1515,1615.0,1620,AA,531,N582AA,114.0,125.0,99.0,-5.0,6.0,DCA,STL,719,6.0,9.0,0,,0,,,,,
1825196,2008,4,13,7,710.0,710,831.0,825,WN,451,N615SW,81.0,75.0,68.0,6.0,0.0,PVD,BWI,328,4.0,9.0,0,,0,,,,,
4504831,2008,8,9,6,1258.0,1300,1430.0,1450,US,1520,N768US,92.0,110.0,72.0,-20.0,-2.0,CLT,LGA,544,5.0,15.0,0,,0,,,,,
6101853,2008,11,13,4,1100.0,1103,1154.0,1206,OO,5440,N296SW,54.0,63.0,38.0,-12.0,-3.0,SMX,LAX,135,3.0,13.0,0,,0,,,,,
3928420,2008,7,27,7,2053.0,2010,2214.0,2133,DL,1667,N984DL,141.0,143.0,117.0,41.0,43.0,ATL,SAT,874,5.0,19.0,0,,0,41.0,0.0,0.0,0.0,0.0
637098,2008,2,12,2,2034.0,2035,2142.0,2155,WN,3770,N703SW,68.0,80.0,58.0,-13.0,-1.0,LAX,SMF,373,4.0,6.0,0,,0,,,,,
3898098,2008,7,21,1,555.0,600,806.0,808,US,589,N823AW,131.0,128.0,114.0,-2.0,-5.0,PDX,LAS,762,4.0,13.0,0,,0,,,,,
5125799,2008,9,25,4,1825.0,1835,2117.0,2138,DL,1452,N902DE,172.0,183.0,153.0,-21.0,-10.0,TPA,BOS,1185,8.0,11.0,0,,0,,,,,
6526562,2008,12,22,1,1246.0,1225,1417.0,1400,WN,2322,N669SW,91.0,95.0,69.0,17.0,21.0,LAS,SJC,386,4.0,18.0,0,,0,0.0,0.0,0.0,0.0,17.0
2144500,2008,4,10,4,1646.0,1632,2002.0,1935,FL,116,N287AT,136.0,123.0,113.0,27.0,14.0,DFW,ATL,732,9.0,14.0,0,,0,14.0,0.0,13.0,0.0,0.0
4320009,2008,8,28,4,2004.0,2005,2111.0,2115,WN,334,N770SA,67.0,70.0,54.0,-4.0,-1.0,SNA,SJC,342,5.0,8.0,0,,0,,,,,
2955589,2008,5,2,5,1055.0,1035,1820.0,1811,CO,556,N37293,265.0,276.0,241.0,9.0,20.0,LAX,CLE,2053,6.0,18.0,0,,0,,,,,
606565,2008,2,3,7,900.0,900,1137.0,1145,WN,1191,N638SW,97.0,105.0,85.0,-8.0,0.0,BNA,TPA,612,4.0,8.0,0,,0,,,,,
5374327,2008,9,7,7,1959.0,1959,2218.0,2240,DL,931,N621DL,139.0,161.0,109.0,-22.0,0.0,LGA,ATL,761,5.0,25.0,0,,0,,,,,
6586191,2008,12,10,3,1507.0,1511,1628.0,1633,YV,7081,N445YV,81.0,82.0,65.0,-5.0,-4.0,DEN,CPR,230,4.0,12.0,0,,0,,,,,
4691689,2008,8,15,5,1601.0,1606,1731.0,1725,9E,2021,91869E,90.0,79.0,48.0,6.0,-5.0,ATL,CLT,227,17.0,25.0,0,,0,,,,,
896851,2008,2,20,3,718.0,720,900.0,900,DL,450,N907DE,102.0,100.0,74.0,0.0,-2.0,ATL,DCA,547,5.0,23.0,0,,0,,,,,
1564627,2008,3,31,1,1707.0,1700,1824.0,1825,MQ,3184,N821AE,77.0,85.0,64.0,-1.0,7.0,SNA,SFO,372,3.0,10.0,0,,0,,,,,
2051134,2008,4,7,1,2011.0,1945,2132.0,2114,US,1534,N505AU,81.0,89.0,60.0,18.0,26.0,CLT,MDT,413,2.0,19.0,0,,0,1.0,0.0,0.0,0.0,17.0
2960311,2008,5,28,3,553.0,600,715.0,715,CO,1117,N14628,82.0,75.0,54.0,0.0,-7.0,BOS,EWR,200,7.0,21.0,0,,0,,,,,
2831465,2008,5,31,6,1112.0,1120,1243.0,1232,NW,1016,N677MC,91.0,72.0,60.0,11.0,-8.0,IND,DTW,231,10.0,21.0,0,,0,,,,,
825438,2008,2,25,1,1901.0,1905,2014.0,2029,UA,499,N306UA,73.0,84.0,55.0,-15.0,-4.0,BDL,IAD,326,8.0,10.0,0,,0,,,,,
6122862,2008,11,27,4,1031.0,1040,1329.0,1345,OO,6506,N702SK,118.0,125.0,95.0,-16.0,-9.0,LAX,BOI,674,4.0,19.0,0,,0,,,,,
4576267,2008,8,27,3,1744.0,1735,2023.0,2019,EV,4801,N683BR,99.0,104.0,79.0,4.0,9.0,HSV,MCO,535,9.0,11.0,0,,0,,,,,
4568798,2008,8,21,4,1218.0,1220,1319.0,1335,EV,4556,N922EV,61.0,75.0,46.0,-16.0,-2.0,ATL,LEX,303,4.0,11.0,0,,0,,,,,
2536683,2008,5,26,1,1306.0,1310,1409.0,1409,YV,7310,N154SF,63.0,59.0,31.0,0.0,-4.0,ORD,SPI,174,6.0,26.0,0,,0,,,,,
5612738,2008,10,27,1,1606.0,1636,1916.0,1947,UA,1436,N491UA,130.0,131.0,106.0,-31.0,-30.0,RNO,DEN,804,5.0,19.0,0,,0,,,,,
1828459,2008,4,14,1,918.0,915,1027.0,1020,WN,710,N780SW,69.0,65.0,44.0,7.0,3.0,PHX,LAS,256,2.0,23.0,0,,0,,,,,
3724142,2008,7,25,5,1945.0,1945,2156.0,2225,XE,2877,N11109,191.0,220.0,154.0,-29.0,0.0,EWR,MSP,1008,5.0,32.0,0,,0,,,,,
2937482,2008,5,10,6,754.0,800,1606.0,1636,B6,640,N706JB,312.0,336.0,290.0,-30.0,-6.0,SFO,JFK,2586,7.0,15.0,0,,0,,,,,
3097479,2008,6,23,1,1646.0,1645,1918.0,1909,XE,7819,N22909,152.0,144.0,122.0,9.0,1.0,PDX,LAX,834,15.0,15.0,0,,0,,,,,
4227810,2008,7,16,3,950.0,955,1200.0,1149,DL,728,N999DN,130.0,114.0,82.0,11.0,-5.0,ATL,BWI,576,6.0,42.0,0,,0,,,,,
2155582,2008,4,25,5,715.0,710,921.0,923,FL,382,N291AT,126.0,133.0,109.0,-2.0,5.0,ATL,LGA,761,6.0,11.0,0,,0,,,,,
6259852,2008,11,10,1,627.0,629,901.0,853,FL,587,N980AT,154.0,144.0,116.0,8.0,-2.0,EWR,ATL,745,14.0,24.0,0,,0,,,,,
996277,2008,2,4,1,1018.0,940,1231.0,1140,MQ,4469,N900AE,73.0,60.0,37.0,51.0,38.0,ORD,TVC,224,6.0,30.0,0,,0,0.0,28.0,13.0,0.0,10.0
824603,2008,2,29,5,643.0,645,708.0,730,UA,471,N378UA,85.0,105.0,71.0,-22.0,-2.0,FSD,DEN,483,4.0,10.0,0,,0,,,,,
5962663,2008,11,9,7,2147.0,2020,2318.0,2205,WN,1070,N907WN,91.0,105.0,80.0,73.0,87.0,STL,DAL,546,4.0,7.0,0,,0,0.0,0.0,0.0,0.0,73.0
3160141,2008,6,23,1,1540.0,1515,1715.0,1641,OH,5165,N989CA,95.0,86.0,75.0,34.0,25.0,CVG,TVC,396,5.0,15.0,0,,0,25.0,0.0,9.0,0.0,0.0
5531303,2008,10,16,4,1010.0,1017,1227.0,1232,OH,6545,N927CA,137.0,135.0,126.0,-5.0,-7.0,BDL,CVG,661,1.0,10.0,0,,0,,,,,
1722248,2008,3,26,3,1128.0,1126,1410.0,1404,AS,501,N562AS,162.0,158.0,141.0,6.0,2.0,LAX,SEA,954,6.0,15.0,0,,0,,,,,
1097718,2008,2,12,2,1133.0,1135,1346.0,1330,AA,2225,N4XYAA,193.0,175.0,174.0,16.0,-2.0,DTW,DFW,987,8.0,11.0,0,,0,0.0,0.0,16.0,0.0,0.0
4478751,2008,8,4,1,901.0,901,1238.0,1234,UA,758,N589UA,157.0,153.0,130.0,4.0,0.0,SEA,DEN,1024,5.0,22.0,0,,0,,,,,
4846093,2008,9,3,3,1527.0,1525,1640.0,1630,WN,43,N621SW,73.0,65.0,59.0,10.0,2.0,LBB,DAL,293,3.0,11.0,0,,0,,,,,
6998816,2008,12,4,4,2038.0,2002,2208.0,2128,DL,1528,N670DN,90.0,86.0,56.0,40.0,36.0,ATL,RDU,356,6.0,28.0,0,,0,11.0,0.0,4.0,0.0,25.0
6549696,2008,12,29,1,1714.0,1630,1719.0,1645,WN,2008,N244WN,65.0,75.0,56.0,34.0,44.0,TUS,LAS,365,3.0,6.0,0,,0,0.0,0.0,0.0,0.0,34.0
2931640,2008,5,30,5,2257.0,2305,718.0,745,AS,10,N566AS,321.0,340.0,295.0,-27.0,-8.0,SEA,MCO,2553,12.0,14.0,0,,0,,,,,
325775,2008,1,13,7,1055.0,1105,1349.0,1407,EV,4246,N874AS,114.0,122.0,97.0,-18.0,-10.0,OKC,ATL,761,6.0,11.0,0,,0,,,,,
2955199,2008,5,25,7,1939.0,1925,2210.0,2206,CO,1482,N26208,271.0,281.0,251.0,4.0,14.0,IAH,SEA,1874,5.0,15.0,0,,0,,,,,
835306,2008,2,26,2,1916.0,1900,2059.0,2044,UA,861,N530UA,103.0,104.0,84.0,15.0,16.0,BOS,IAD,413,4.0,15.0,0,,0,0.0,0.0,0.0,0.0,15.0
1487179,2008,3,20,4,1229.0,1230,1403.0,1339,DL,1919,N915DE,94.0,69.0,46.0,24.0,-1.0,BOS,LGA,185,5.0,43.0,0,,0,0.0,0.0,24.0,0.0,0.0
2115360,2008,4,14,1,1506.0,1510,1626.0,1630,EV,4460,N970EV,80.0,80.0,60.0,-4.0,-4.0,FAY,ATL,331,12.0,8.0,0,,0,,,,,
3335998,2008,6,6,5,946.0,950,1126.0,1140,EV,4843,N880AS,100.0,110.0,78.0,-14.0,-4.0,ATL,SBN,566,3.0,19.0,0,,0,,,,,
784424,2008,2,13,3,738.0,745,839.0,850,OO,5727,N226SW,61.0,65.0,46.0,-11.0,-7.0,PDX,MFR,222,3.0,12.0,0,,0,,,,,
5279113,2008,9,25,4,1201.0,1200,1520.0,1515,AA,490,N519AA,139.0,135.0,116.0,5.0,1.0,DFW,JAX,919,5.0,18.0,0,,0,,,,,
3078973,2008,6,27,5,1904.0,1710,1950.0,1805,WN,1638,N270,46.0,55.0,36.0,105.0,114.0,ORF,BWI,159,4.0,6.0,0,,0,0.0,67.0,0.0,0.0,38.0
4600590,2008,8,14,4,2106.0,2030,2239.0,2221,FL,187,N982AT,93.0,111.0,76.0,18.0,36.0,ATL,DCA,547,8.0,9.0,0,,0,18.0,0.0,0.0,0.0,0.0
2803128,2008,5,18,7,1227.0,1235,1332.0,1350,MQ,4466,N830AE,65.0,75.0,50.0,-18.0,-8.0,DSM,ORD,299,6.0,9.0,0,,0,,,,,
4495243,2008,8,1,5,1613.0,1555,1843.0,1839,US,711,N439US,150.0,164.0,130.0,4.0,18.0,PHL,TPA,920,4.0,16.0,0,,0,,,,,
6671024,2008,12,8,1,1030.0,1035,1329.0,1338,UA,398,N577UA,119.0,123.0,94.0,-9.0,-5.0,ORD,BDL,783,4.0,21.0,0,,0,,,,,
6878371,2008,12,4,4,1425.0,1430,1640.0,1655,9E,2273,87839E,75.0,85.0,61.0,-15.0,-5.0,MEM,GSP,441,4.0,10.0,0,,0,,,,,
4191491,2008,7,15,2,1038.0,1034,1647.0,1646,CO,242,N77295,249.0,252.0,230.0,1.0,4.0,PDX,IAH,1825,9.0,10.0,0,,0,,,,,
6077404,2008,11,5,3,1440.0,1440,1550.0,1541,OH,6358,N676CA,130.0,121.0,87.0,9.0,0.0,ATL,MDW,590,7.0,36.0,0,,0,,,,,
1612418,2008,3,27,4,1820.0,1805,2032.0,2038,NW,439,N371NW,192.0,213.0,173.0,-6.0,15.0,TPA,MSP,1307,9.0,10.0,0,,0,,,,,
6759968,2008,12,5,5,1516.0,1517,1657.0,1645,EV,5209,N844AS,161.0,148.0,140.0,12.0,-1.0,ATL,OMA,821,2.0,19.0,0,,0,,,,,
2371996,2008,4,3,4,2119.0,2120,2302.0,2239,DL,1291,N664DN,103.0,79.0,60.0,23.0,-1.0,ATL,RDU,356,3.0,40.0,0,,0,0.0,0.0,23.0,0.0,0.0
5019977,2008,9,18,4,1154.0,1029,1346.0,1213,OO,5779,N233SW,112.0,104.0,87.0,93.0,85.0,SFO,OTH,412,2.0,23.0,0,,0,85.0,0.0,8.0,0.0,0.0
3779121,2008,7,26,6,1710.0,1700,1851.0,1841,OH,5625,N797CA,161.0,161.0,144.0,10.0,10.0,CVG,SAT,1024,4.0,13.0,0,,0,,,,,
6363673,2008,11,16,7,2216.0,2210,2312.0,2320,AA,533,N4WMAA,176.0,190.0,158.0,-8.0,6.0,DFW,SAN,1171,4.0,14.0,0,,0,,,,,
1124889,2008,2,14,4,1657.0,1705,1819.0,1825,B6,250,N563JB,82.0,80.0,61.0,-6.0,-8.0,LGB,OAK,353,6.0,15.0,0,,0,,,,,
4385444,2008,8,18,1,851.0,852,921.0,927,NW,1739,N767NC,90.0,95.0,68.0,-6.0,-1.0,DTW,BNA,457,5.0,17.0,0,,0,,,,,
3525731,2008,6,4,3,1640.0,1643,2122.0,1912,AS,231,N786AS,282.0,149.0,157.0,130.0,-3.0,SAN,PDX,933,2.0,123.0,0,,0,0.0,0.0,130.0,0.0,0.0
